Level;name;code;allfacet
1;SALMON AND TROUT (SALMO SPP ) -/- Not in list -/- -/- -/- Unprocessed -/- Salmon and trout (Salmo spp );A0F2H;A0F2H#F01.A0F2J$F02.A0EMD$F27.A0F2H
1;SALMON -/- Not in list -/- -/- -/- Unprocessed -/- FILLET -/- Salmon and trout (Salmo spp );A0C75#F03.A06HZ;A0C75#F01.A086Y$F02.A0EMD$F27.A0C75
1;SALMON -/- Not in list -/- -/- -/- Unprocessed -/- Salmon and trout (Salmo spp );A0C75;A0C75#F01.A086Y$F02.A0EMD$F27.A0C75
1;RAINBOW TROUT -/- Not in list -/- -/- -/- Unprocessed -/- FILLET -/- Salmon and trout (Salmo spp );A029N#F03.A06HZ;A029N#F01.A04YE$F01.A086Y$F02.A0EMD$F27.A029N
1;MUSCLE -/- Not in list -/- -/- -/- Unprocessed -/- Salmon and trout (Salmo spp );A0F2H;A0F2H#F01.A0F2J$F02.A0EMD$F27.A0F2H
1;SARDINE AND PILCHARD (SARDINA) -/- Not in list -/- -/- -/- Processed -/- Sardine and pilchard (Sardina);A02DB;A02DB#F01.A051Q$F01.A051P$F02.A0EMD$F27.A02DB
1;FOZEN PANGASIUS -/- Not in list -/- -/- -/- Freezing -/- Sea catfish and wolf-fish (Anarhichas);A0F8N#F28.A07KQ;A0F8N#F01.A080J$F01.A04TY$F02.A0EMD$F27.A0F8N
1;PANGASIUS FILLETS -/- Not in list -/- -/- -/- Unknown -/- Sea catfish and wolf-fish (Anarhichas);A0F8N#F03.A06HZ;A0F8N#F01.A080J$F01.A04TY$F02.A0EMD$F27.A0F8N
1;PANGASIUS -/- Not in list -/- -/- -/- Unknown -/- Sea catfish and wolf-fish (Anarhichas);A0F8N;A0F8N#F01.A080J$F01.A04TY$F02.A0EMD$F27.A0F8N
1;PANGASIUS FILLET -/- Not in list -/- -/- -/- Unknown -/- Sea catfish and wolf-fish (Anarhichas);A0F8N#F03.A06HZ;A0F8N#F01.A080J$F01.A04TY$F02.A0EMD$F27.A0F8N
1;DOGFISH -/- Not in list -/- -/- -/- Unprocessed -/- FILLET -/- Selachoidei (Pleurotremata);A02DP#F03.A06HZ;A02DP#F01.A052K$F01.A052E$F02.A0EMD$F27.A02DP
1;SPRAT (SPRATTUS SPRATTUS) -/- Not in list -/- -/- -/- Smoking -/- -/- Sprat (Sprattus sprattus);A0EYS#F27.A02DH;A0EYS#F02.A0EMX$F28.A07JV
1;SPRAT (SPRATTUS SPRATTUS) -/- Not in list -/- -/- -/- Canning -/- -/- Sprat (Sprattus sprattus);A0FBY;A0FBY#F02.A0EMS$F27.A02DH$F28.A0BYP
1;SPRAT (SPRATTUS SPRATTUS) -/- Not in list -/- -/- -/- Smoking -/- Sprat (Sprattus sprattus);A0EYS#F27.A02DH;A0EYS#F02.A0EMX$F28.A07JV
1;SPRAT (SPRATTUS SPRATTUS) -/- Not in list -/- -/- -/- Processed -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;WHOLE FISH WITH INTESTINES -/- Not in list -/- -/- -/- Unprocessed -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;WHOLE FISH NO INTESTINES -/- Not in list -/- -/- -/- Unprocessed -/- Sprat (Sprattus sprattus);A02DH#F03.A06HZ;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;WHOLE -/- Not in list -/- -/- -/- Unprocessed -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;SPRAT (SPRATTUS SPRATTUS) -/- Not in list -/- -/- -/- Unprocessed -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;SPRAT -/- Not in list -/- -/- -/- Unprocessed -/- WHOLE INCL VISCERA -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;SPRAT -/- Not in list -/- -/- -/- Unprocessed -/- WHOLE EX VISCERA -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;SPRAT -/- Not in list -/- -/- -/- Unprocessed -/- WHOLE -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;SPRAT -/- Not in list -/- -/- -/- Unprocessed -/- Sprat (Sprattus sprattus);A02DH;A02DH#F01.A052C$F02.A0EMD$F27.A02DH
1;SWORDFISH STEAK -/- Not in list -/- -/- -/- Unknown -/- Swordfish (Xiphidae spp );A07Y0;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;FRESH SWORDFISH -/- Not in list -/- -/- -/- Unprocessed -/- Swordfish (Xiphidae spp );A07Y0;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;FROZEN SWORDFISH -/- Not in list -/- -/- -/- Freezing -/- Swordfish (Xiphidae spp );A07Y0#F28.A07KQ;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;FROZEN SWORDFISH LOIN STEAK -/- Not in list -/- -/- -/- Freezing -/- Swordfish (Xiphidae spp );A07Y0#F28.A07KQ;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;FRESH SWORDFISH STEAKS -/- Not in list -/- -/- -/- Unprocessed -/- Swordfish (Xiphidae spp );A07Y0;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;RAW SWORDFISH -/- Not in list -/- -/- -/- Unprocessed -/- Swordfish (Xiphidae spp );A07Y0;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;SWORDFISH -/- Not in list -/- -/- -/- Unknown -/- Swordfish (Xiphidae spp );A07Y0;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;TUNA CHUNKS IN VEGETABLE OIL -/- Not in list -/- -/- -/- Preserving -/- Tuna (Thunnus);A0FBT#F06.A06XJ;A0FBT#F02.A0EMS$F27.A02DX$F28.A0BYP
1;FROZEN TUNA CUBES -/- Not in list -/- -/- -/- Freezing -/- Tuna (Thunnus);A02DX#F03.A06JB$F28.A07KQ;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;TUNA STEAK -/- Not in list -/- -/- -/- Unknown -/- Tuna (Thunnus);A02DX;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;RAW TUNA FISH -/- Not in list -/- -/- -/- Unprocessed -/- Tuna (Thunnus);A02DX;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;FRESH TUNA FILLETS -/- Not in list -/- -/- -/- Unprocessed -/- Tuna (Thunnus);A02DX#F03.A06HZ;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;TUNA CHUNKS IN OIL -/- Not in list -/- -/- -/- Preserving -/- Tuna (Thunnus);A0FBT#F06.A06XJ;A0FBT#F02.A0EMS$F27.A02DX$F28.A0BYP
1;FRESH TUNA -/- Not in list -/- -/- -/- Unprocessed -/- Tuna (Thunnus);A02DX;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;CHUNK PACK LIGHT MEAT TUNA -/- Not in list -/- -/- -/- Canning -/- Tuna (Thunnus);A0FBT;A0FBT#F02.A0EMS$F27.A02DX$F28.A0BYP
1;TUNA IN OIL -/- Not in list -/- -/- -/- Preserving -/- Tuna (Thunnus);A0FBT#F06.A06XJ;A0FBT#F02.A0EMS$F27.A02DX$F28.A0BYP
1;TUNA IN VEGETABLE OIL -/- Not in list -/- -/- -/- Preserving -/- Tuna (Thunnus);A0FBT#F06.A06XJ;A0FBT#F02.A0EMS$F27.A02DX$F28.A0BYP
1;TUNA IN SUNFLOWER OIL -/- Not in list -/- -/- -/- Preserving -/- Tuna (Thunnus);A0FBT#F04.A037D$F06.A06XL;A0FBT#F02.A0EMS$F27.A02DX$F28.A0BYP
1;FROZEN TUNA STEAK -/- Not in list -/- -/- -/- Freezing -/- Tuna (Thunnus);A02DX#F28.A07KQ;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;FROZEN TUNA -/- Not in list -/- -/- -/- Freezing -/- Tuna (Thunnus);A02DX#F28.A07KQ;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;LIGHT MEAT TUNA CHUNKS IN SOYABEAN OIL -/- Not in list -/- -/- -/- Preserving -/- Tuna (Thunnus);A0FBT#F03.A06HZ$F04.A036X$F06.A06XL;A0FBT#F02.A0EMS$F27.A02DX$F28.A0BYP
1;FRESH SWORDFISH -/- Not in list -/- -/- -/- Unprocessed -/- Tuna (Thunnus);A07Y0;A07Y0#F01.A09YN$F02.A0EMD$F27.A07Y0
1;TUNA -/- Not in list -/- -/- -/- Unprocessed -/- FILLET -/- Tuna (Thunnus);A02DX#F03.A06HZ;A02DX#F01.A052R$F01.A052M$F02.A0EMD$F27.A02DX
1;CAVIAR -/- Not in list -/- -/- Metal -/- Canning -/- 10493870 -/- Fish roe;A0EYR#F19.A07PG$F27.A02EM;A0EYR#F02.A0EMS$F28.A0BYP
1;OTHER FISH OFFAL -/- Not in list -/- -/- -/- Processed -/- Other fish offal;A02FB;A02FB#F02.A069L$F27.A02FB
1;SAITHE -/- Not in list -/- -/- -/- Unprocessed -/- LIVER -/- Other fish offal;A02CF#F02.A069M;A02CF#F01.A050V$F01.A050S$F02.A0EMD$F27.A02CF
1;LIVER,COD -/- Not in list -/- -/- -/- Unprocessed -/- Other fish offal;A02EL;A02EL#F01.A050K$F02.A069L$F27.A02EL
1;LIVER OF SAITHE (POLLACHIUS VIRENS) -/- Not in list -/- -/- -/- Unprocessed -/- Other fish offal;A02CF#F02.A069M;A02CF#F01.A050V$F01.A050S$F02.A0EMD$F27.A02CF
1;NORWEGIAN FISH BALLS -/- Not in list -/- -/- Metal -/- Canning -/- 10493870 -/- Fish balls;A02KD#F19.A07PG$F28.A0BYP;A02KD#F02.A0EMM$F27.A026V$F28.A07LM
1;NORWEGIAN FISH PUDDING -/- Not in list -/- -/- Combined paper and film packaging -/- Processed -/- 10493870 -/- Fish products;A03XJ#F19.A07PL;A03XJ#F02.A06GJ
1;CLAM MEAT -/- Not in list -/- -/- -/- Unknown -/- Clam (Mya arenaria);A02HA;A02HA#F01.A054X$F02.A0EME$F27.A02HA
1;COCKLE -/- Not in list -/- -/- -/- Unprocessed -/- Cockle (Cardium edule);A02HE;A02HE#F01.A055B$F02.A0EME$F27.A02HE
1;MUSSELS -/- Not in list -/- -/- -/- Unknown -/- Mussel (Mytilus edulis);A02HF;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;MUSSEL MEAT -/- Not in list -/- -/- -/- Unknown -/- Mussel (Mytilus edulis);A02HF;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;NORTHERN HORSEMUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- KIDNEY -/- Mussel (Mytilus edulis);A02HF#F02.A069N;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;NORTHERN HORSEMUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- GONADS -/- Mussel (Mytilus edulis);A02HF#F02.A069L;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;NORTHERN HORSEMUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- GILLS -/- Mussel (Mytilus edulis);A02HF#F02.A069L;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;NORTHERN HORSEMUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- FILLET -/- Mussel (Mytilus edulis);A02HF#F03.A06HZ;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;NORTHERN HORSEMUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- DIGESTIVE GLAND -/- Mussel (Mytilus edulis);A02HF#F02.A069L;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;NORTHERN HORSEMUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- Mussel (Mytilus edulis);A02HF;A02HF#F01.A055C$F02.A0EME$F27.A02HF
1;BLUE MUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- WHOLE -/- Mussel (Mytilus edulis);A0FCY;A0FCY#F01.A0AXQ$F02.A0EME$F27.A0FCY
1;BLUE MUSSEL -/- Not in list -/- -/- -/- Unprocessed -/- Mussel (Mytilus edulis);A0FCY;A0FCY#F01.A0AXQ$F02.A0EME$F27.A0FCY
1;OCTOPUS -/- Not in list -/- -/- -/- Unknown -/- Octopus (Octopus vulgaris);A02JD;A02JD#F01.A055Z$F02.A0EME$F27.A02JD
1;OYSTERS -/- Not in list -/- -/- -/- Unprocessed -/- WHOLE -/- Oyster (Ostrea edulis);A02HG;A02HG#F01.A055D$F02.A0EME$F27.A02HG
1;OYSTERS -/- Not in list -/- -/- -/- Unprocessed -/- FILLET -/- Oyster (Ostrea edulis);A02HG#F03.A06HZ;A02HG#F01.A055D$F02.A0EME$F27.A02HG
1;OYSTERS -/- Not in list -/- -/- -/- Unprocessed -/- Oyster (Ostrea edulis);A02HG;A02HG#F01.A055D$F02.A0EME$F27.A02HG
1;SCALLOP -/- Not in list -/- -/- -/- Unprocessed -/- GONADS -/- Scallop (Pecten spp );A02HN#F02.A069L;A02HN#F01.A055K$F02.A0EME$F27.A02HN
1;SCALLOP -/- Not in list -/- -/- -/- Unprocessed -/- FILLET -/- Scallop (Pecten spp );A02HN#F03.A06HZ;A02HN#F01.A055K$F02.A0EME$F27.A02HN
1;SCALLOP -/- Not in list -/- -/- -/- Unprocessed -/- Scallop (Pecten spp );A02HN;A02HN#F01.A055K$F02.A0EME$F27.A02HN
1;SQUID -/- Not in list -/- -/- -/- Unknown -/- Squid (Loligo vulgaris);A02JH;A02JH#F01.A0B40$F02.A0EME$F27.A02JH
1;WHOLE SQUID -/- Not in list -/- -/- -/- Unknown -/- Squid (Loligo vulgaris);A02JH;A02JH#F01.A0B40$F02.A0EME$F27.A02JH
1;COMMON WHELK -/- Not in list -/- -/- -/- Unprocessed -/- Whelk (Buccinum undatum, Fusus antiquus);A02GX;A02GX#F02.A0EME$F27.A02GX
1;FISH MEAL -/- Not in list -/- -/- -/- Processed -/- Fish meal;A0BNP;A0BNP
1;FISH OIL -/- Not in list -/- -/- -/- Processed -/- Fish oil (Feed);A0BNT;A0BNT
1;WHEAT BREAD RUSKS -/- Not in list -/- -/- -/- Cooking in air (Baking) -/- Quality Food Group SPA -/- wheat flour (79%), oat bran (5%), -/- 9 1 -/- 9 1 -/- Biscuits, rusks and cookies for children;A03RA#F04.A003X$F04.A003B;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;"PORRIGE OF MILK-BUTTER BISCUITS ""MILUPA"" -/- Not in list -/- -/- -/- Cooking in air (Baking) -/- Nutricia Zakady produkcyjne SPZ OO -/- wheat, rice, maize, millet, oat,rye flour-bran, -/- 9 2 -/- 9 2 -/- Biscuits, rusks and cookies for children";A03QY#F27.A000G$F27.A001N$F27.A001D$F27.A000T$F27.A001B$F27.A000G$F27.A001K;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;BICUIT, DÈS 12 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 9 1 -/- 9 1 -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BABY KEKS, BIO, AB 8 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F21.A07SE$F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BABY DINKEL ZWIEBACK, BIO, NACH 6 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F04.A004H$F21.A07SE$F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;KLEINE ENTDECKER BUTTERKEKSE, AB 1 JAHR -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F04.A039C$F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;KINDER KEKS, AB DEM 8 MONAT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BOUDOIRS BIO, DÈS 10 MOIS -/- Not in list -/- Organic production -/- No information -/- Processed -/- 9 1 -/- 9 1 -/- Biscuits, rusks and cookies for children;A03RA#F21.A07SE$F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUITS POUR PANADES, DÈS 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCOTTO, DA 6 MESI -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 9 1 -/- 9 1 -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT DE BÉBÉ, 8-36 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 9 1 -/- 9 1 -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUITS POUR LES PREMIÈRES PANADES, 4 MOIS ET PLUS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TH;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUITS CROISSANCE, DÈS 12 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 9 1 -/- 9 1 -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUITS CROISSANCE, BIO, DÈS 15 MOIS -/- Not in list -/- Organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F21.A07SE$F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT, DÈS 12 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT À L'ÉPEAUTRE POUR BÉBÉ, BIO, DÈS 8 MOIS -/- Not in list -/- Organic production -/- No information -/- Cooking in air (Baking) -/- Biscuits, rusks and cookies for children;A03RA#F21.A07SE$F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT NATURE, BIO -/- Not in list -/- Organic production -/- No information -/- Cooking in air (Baking) -/- Biscuits, rusks and cookies for children;A03RA#F21.A07SE;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT DÈS 12 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT DE BÉBÉ, 8-36 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT CROISSANCE À LA POMME, BIO, MOIS 12+ -/- Not in list -/- Organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F21.A07SE$F23.A07TK;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCUIT CACAO BIO - DOUCEUR DE LAIT , DÈS 8 MOIS -/- Not in list -/- Organic production -/- No information -/- Processed -/- 9 1 -/- 9 1 -/- Biscuits, rusks and cookies for children;A03RA#F04.A03HG$F21.A07SE$F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BISCOTTE, DA 6 MESI (BISCUIT POUR ENFANT) -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;BIO-BABYKEKS DINKEL, BIO, AB DEM 8 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Biscuits, rusks and cookies for children;A03RA#F04.A001R$F21.A07SE$F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;CEREAL-BASED FOOD FOR INFANTS AND YOUNG CHILDREN -/- Not in list -/- -/- -/- Processed -/- 9 2 -/- 9 2 -/- Cereal-based food for infants and young children;A03QX;A03QX#F02.A06FK$F04.A0EZF
1;CEREAL-BASED FOOD FOR INFANTS AND YOUNG CHILDREN -/- Not in list -/- -/- -/- Processed -/- Cereal-based food for infants and young children;A03QX;A03QX#F02.A06FK$F04.A0EZF
1;CÉRÉALES EN FLOCOANS INSTANTANÉS POUR NOURISSONS, DÈS 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Cereal-based food for infants and young children;A03QX#F23.A07TJ;A03QX#F02.A06FK$F04.A0EZF
1;BIO-GETREIDEBREI 7-KORN, AB 6 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Cereal-based food for infants and young children;A03QX#F21.A07SE$F23.A07TJ;A03QX#F02.A06FK$F04.A0EZF
1;CEREAL BABY FOOD -/- Not in list -/- Organic production -/- -/- Processed -/- Cereal-based food for infants and young children;A03QX#F21.A07SE;A03QX#F02.A06FK$F04.A0EZF
1;BIO-BABYBREI 3-KORN, AB DEM 6 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Cereal-based food for infants and young children;A03QX#F21.A07SE$F23.A07TJ;A03QX#F02.A06FK$F04.A0EZF
1;CÉRÉALES VANILLE, BIO, À PARTIR DE 6 MOIS -/- Not in list -/- Organic production -/- No information -/- Processed -/- Cereal-based food for infants and young children;A03QX#F04.A06VS$F21.A07SE$F23.A07TJ;A03QX#F02.A06FK$F04.A0EZF
1;CEREAK PORRIGE -/- Not in list -/- -/- -/- Cooking in water -/- Nestle Baltics SA -/- Cereal porridge -/- 9 3 -/- 9 3 -/- Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid;A03QZ;A03QZ#F02.A06FK$F04.A0EZF$F28.A07KG
1;CEREAL WITH MILK AND CHOCOLATE -/- Not in list -/- -/- -/- Cooking in water -/- Nestle Baltics SA -/- Cereal, milk, chocolate porridge -/- 9 3 -/- 9 3 -/- Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid;A03QZ#F04.A02LV$F04.A0EQD;A03QZ#F02.A06FK$F04.A0EZF$F28.A07KG
1;CONTAINS MILK, MUST BE RECONSTITUED WITH WATER -/- Not in list -/- -/- -/- Processed -/- Småfolk havregrøt -/- Småfolk as -/- Skimmed milk powder, oat flour, veg oil, demineralised whey powder, graham flour, banana (10%), yoghurt powder, oat flour, dried raspberry(1%), minerals (Ca,Fe, Zn,I), emulgator (veg mono- og triglycerides), vitamines , Lactobacillus casei F19 -/- 9 2 -/- Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid;A03QZ#F04.A02PL$F04.A002Y$F04.A036N$F04.A02PN$F04.A003Z$F04.A01LC$F04.A02NF$F04.A01EP$F04.A0BXX$F04.A0EVG;A03QZ#F02.A06FK$F04.A0EZF$F28.A07KG
1;CONTAINS MILK, MUST BE RECONSTITUED WITH WATER -/- Not in list -/- -/- -/- Processed -/- Nestlé rigrøt, 4 mnd -/- Nestlé as -/- Rice flour 59%, skimmed milk powder, veg oil, maltodextrin, aroma (vanillin), minerals (calcium, iron, zink, iodine), vitamines (A, D, E, C, K, thiamin, niacin, B6, folate, biotine, pantotensyre) og Bifidobacterium lactis -/- 9 2 -/- Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid;A03QZ#F04.A02PL$F04.A036N$F04.A0BXX$F04.A0EVG$F04.A003F$F04.A06VT;A03QZ#F02.A06FK$F04.A0EZF$F28.A07KG
1;CONTAINS MILK, MUST BE RECONSTITUED WITH WATER -/- Not in list -/- -/- -/- Processed -/- Nestlé fruktgrøt, cornflakes eple, 12 mnd -/- Nestlé as -/- Wheat flour (34%), skimmed milk powder, apple consentrate (14%), veg oil, corn flakes (11%), dried passion fruit (3%), minerals and vitamines -/- 9 2 -/- Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid;A03QZ#F04.A02PL$F04.A036N$F04.A0BXX$F04.A0EVG$F04.A003X$F04.A01DJ$F04.A00DD$F04.A01KC;A03QZ#F02.A06FK$F04.A0EZF$F28.A07KG
1;CONTAINS MILK, MUST BE RECONSTITUED WITH WATER -/- Not in list -/- -/- -/- Processed -/- Hipp mild grøt m/frukt og hvete -/- Hipp GmbH and co -/- Milk mixture 43% , semolina, pear juice concentrate 4%, apple juice consentrate 4%, fruit powder 4% (banana, apple, peach), corn starch, rice flour, calcium carbonate, apple extrakt, orange extrakt, thiamin, vit A, vit D -/- 9 2 -/- Cereals with an added high protein food which are or have to be reconstituted with water or other protein-free liquid;A03QZ#F04.A02LT$F04.A01DP$F04.A01DJ$F04.A01LC$F04.A01GM$F04.A002R$F04.A003F$F04.A0EVG;A03QZ#F02.A06FK$F04.A0EZF$F28.A07KG
1;BIO-GETREIDEBREI ! BIRCHER-MÜESLI, AB 6 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F21.A07SE$F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;BIO-MILCHBREI BABYGRIEß, NACH 4 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- 9 2 -/- 9 2 -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F21.A07SE$F23.A07TH;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;BIO-BABYBREI, DINKEL, NACH DEM 4 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F27.A001R$F21.A07SE$F23.A07TH;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;BABY-MÜSLI, GETREIDEBREI MIT FRÜCHTEN, BIO, AB 6, MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F04.A04RK$F21.A07SE$F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;BABY-MÜSLI, BIO, GETREIDEBREI MIT FRÜCHTEN, NACH 6 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F04.A04RK$F21.A07SE$F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;BIO-GETREIDEBREI , BIRCHER-MÜESLI, AB 6 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- 9 2 -/- 9 2 -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F21.A07SE$F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;CÉRÉALE BISCUITÉE POUR PANADE DE FRUITS, DÈS 4/6 MOIS, ÉTAPE 1 -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F23.A07TH;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
